022003;61;2786;81
022001;343;654;661
022006;58;2485;74
022007;855;644;1790
022004;558;2647;1145
022005;549;394;1129
competi;1073;40;2318
est;811;1580;1693
062011;1026;250;2174
062010;46;507;53
132006;341;736;653
052000;1063;2;2291
conservaca;672;294;1395
052003;412;893;836
ctsaúdeterap;776;135;1601
mctcnpqcthidrommam;411;245;830
fixaca;617;68;1261
ctmineralmctcnpq;572;139;1174
2009;816;491;1702
multiusu;121;4206;190
âmbit;792;56;1650
052005;442;636;895
2000100;42;4511;49
carcinicult;797;507;1664
bambu;946;58;1990
052004;1013;88;2146
2002;240;569;421
2003;551;471;1130
2000;238;1348;418
2001;279;569;523
2006;1003;68;2122
2007;919;645;1930
2004;118;3669;186
2005;944;860;1986
inovação012009;829;432;1735
rural;404;498;822
mctcnpqctminer;164;288;268
degrad;394;254;809
agr;102;38;160
aquaviari;70;155;106
012008;851;8851;1775
